År;Månad;Företag;M;FP;C;KD;S;V;MP;SD;Övriga;M FP C KD (1);S V MP (2);(1) - (2);Osäkra;Publicerad;Intervjperiod;Intervjuer;FI;PP;;
2000;December;Gallup;25,5;5,6;4,8;10,9;33,4;14,7;4,7;;0,4;46,8;52,8;-6,0;20,8;21/dec;;;;;;
2000;December;Sifo;25,5;5,1;4,4;11,4;34,2;13,5;4,5;;1,4;46,4;52,2;-5,8;12,3;16/dec;;;;;;
2000;December;TEMO;24,2;5,7;3,7;11,6;34,2;14,4;4,4;;1,9;45,2;53,0;-7,8;9,6;14/dec;;;;;;
2000;December;SCB;23,9;4,6;4,6;12,5;35,3;14;3,7;;1,4;45,6;53,0;-7,4;;07/dec;;;;;;
2000;December;Demoskop;23,4;6,5;4,2;11,5;32;16,8;5,3;;0,3;45,6;54,1;-8,5;;06/dec;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2000;November;TEMO;25,2;4,6;3,7;10,5;33,9;14,8;5,7;;1,5;44,0;54,4;-10,4;10,8;23/nov;;;;;;
2000;November;Sifo;24,4;4,9;4,7;12,1;33,9;14,5;4,2;;1,3;46,1;52,6;-6,5;11,8;18/nov;;;;;;
2000;November;Demoskop;24,8;4,4;3,4;11,6;32,4;16,1;4,7;;2,6;44,2;53,2;-9,0;8,6;03/nov;;;;;;
2000;November;Gallup;24,5;4,1;4,5;12,2;33,7;14,6;4,8;;1,6;45,3;53,1;-7,8;19,6;02/nov;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2000;Oktober;TEMO;25,6;5,6;3,2;11,2;33,8;14,3;5,3;;1,0;45,6;53,4;-7,8;9,8;26/okt;;;;;;
2000;Oktober;Sifo;26;5,1;4,4;11,8;32,3;14,2;4,5;;1,7;47,3;51,0;-3,7;11,9;14/okt;;;;;;
2000;Oktober;Demoskop;27,9;5,3;3,4;10,9;33,5;15,7;2,9;;1,4;47,5;52,1;-4,6;11,4;03/okt;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2000;September;TEMO;25,2;5,1;4,1;13,4;30,9;15,1;5,1;;1,2;47,8;51,1;-3,3;10,6;29/sep;;;;;;
2000;September;Gallup;24,8;4,6;3,6;13,4;31,8;16,6;4,5;;0,7;46,4;52,9;-6,5;;22/sep;;;;;;
2000;September;Sifo;25,9;4,7;3,9;12,8;31,4;15,4;4,5;;1,4;47,3;51,3;-4,0;;17/sep;;;;;;
2000;September;Demoskop;24,9;4,7;4;13,8;32,5;14,1;4,9;;1,1;47,4;51,5;-4,1;;08/sep;;;;;;
2000;September;TEMO;25,7;5,3;4,9;12,6;28,7;15,8;5,8;;1,2;48,5;50,3;-1,8;9,3;01/sep;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2000;Augusti;Sifo;25,2;4,8;4,6;12,8;32,5;14,5;4,8;;0,8;47,4;51,8;-4,4;13,7;27/aug;;;;;;
2000;Augusti;Demoskop;27,6;5,1;4,7;10,6;31,1;13,1;5,1;;2,7;48,0;49,3;-1,3;;05/aug;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2000;Juni;TEMO;23,6;5,6;5;11,6;31,2;16,4;5;;1,6;45,8;52,6;-6,8;16,4;26/jun;;;;;;
2000;Juni;Sifo;26,1;5,3;4,7;10,5;33,1;14,2;4,7;;1,4;46,6;52,0;-5,4;10,7;15/jun;;;;;;
2000;Juni;SCB;24,6;5,2;4,6;10,9;35,4;13,3;4,6;;1,4;45,3;53,3;-8,0;;09/jun;;;;;;
2000;Juni;Demoskop;26,3;3,5;4;8,6;32,8;16,7;5,2;;3,0;42,4;54,7;-12,3;11,9;07/jun;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2000;Maj;TEMO;25,5;5,3;4,7;10,9;31,9;14,8;6;;0,8;46,4;52,7;-6,3;13,1;26/maj;;;;;;
2000;Maj;Sifo;26,3;5,2;4,8;10,5;34,2;12,9;5;;1,1;46,8;52,1;-5,3;12,5;14/maj;;;;;;
2000;Maj;Demoskop;27;5,1;3,8;9,3;33,3;13,9;4,4;;3,3;45,2;51,6;-6,4;12,2;11/maj;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2000;April;TEMO;27,3;5,2;4,2;9,3;32,1;13,5;5,6;;2,8;46,0;51,2;-5,2;14,6;28/apr;;;;;;
2000;April;Sifo;25,4;6,1;4,5;10,9;33,6;13,3;5,1;;1,1;46,9;52,0;-5,1;11,3;16/apr;;;;;;
2000;April;Demoskop;25;4,7;5;9,7;33,9;15,1;4,3;;2,3;44,4;53,3;-8,9;12,3;08/apr;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2000;Mars;TEMO;24,1;5;5;10,9;32,5;13,3;5,7;;2,5;45,0;51,5;-6,5;10;31/mar;;;;;;
2000;Mars;Sifo;25,5;5;5;10,9;33,5;13,4;5,3;;1,4;46,4;52,2;-5,8;12,5;19/mar;;;;;;
2000;Mars;Demoskop;26,3;5,1;3,8;11,1;35,4;11,1;5,6;;1,6;46,3;52,1;-5,8;10,5;09/mar;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2000;Februari;TEMO;24,9;5,1;3,7;10,8;34,8;13,3;5,4;;1,9;44,5;53,5;-9,0;9,2;25/feb;;;;;;
2000;Februari;Sifo;25,4;4,5;4,9;10,6;35;13,4;4;;1,2;45,4;52,4;-7,0;11;20/feb;;;;;;
2000;Februari;Demoskop;25,4;5,7;4,2;10,5;32,5;13,7;5,4;;2,6;45,8;51,6;-5,8;;10/feb;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2000;Januari;TEMO;25,2;5,4;4,4;10;33,1;14,2;5,5;;2,2;45,0;52,8;-7,8;12;28/jan;;;;;;
2000;Januari;Sifo;25,7;5;3,7;12,1;32,3;13,7;6,4;;1,1;46,5;52,4;-5,9;11;23/jan;;;;;;
2000;Januari;Demoskop;26,5;4,7;4,2;12,1;34,6;11,9;5;;1,0;47,5;51,5;-4,0;;13/jan;;;;;;
2000;Januari;Skop;24,4;5,7;4,6;11,6;36;12;5;;0,7;46,3;53,0;-6,7;7;03/jan;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
