År,Månad,Företag,M,L,C,KD,S,V,MP,FI,PP,SD,Övriga,Osäkra,Publicerad,Intervjuperiod,Intervjuer
2004,Maj,Skop,19.1,13.3,7,6.5,37.9,9.9,3.3,,,,2.9,7,16/maj,16 april - 14 maj,1218
2004,Maj,Sifo,20.6,11.6,4.6,6.4,38.5,10,5.5,,,,2.8,,16/maj,3 - 13 maj,1884
2004,Maj,Demoskop,19.8,11.7,6.5,5.8,39.6,7.1,5.2,,,,4.2,13.5,01/maj,,1000
,,,,,,,,,,,,,,,,,
2004,April,TEMO,24.8,11.3,5.4,4,38.6,9.1,5.2,,,,1.7,14.9,30-Apr,25 mars - 28 april ,3762
2004,April,Skop,19.1,12.9,5.9,7.4,38.7,8.8,5.2,,,,2.1,7,18-Apr,17 mars - 10 april,1157
2004,April,Sifo,20.8,12.8,6.6,5.6,38.2,8.5,4.9,,,,2.6,,18-Apr,5 - 15 april ,1895
2004,April,Ruab,25.7,9.1,5.7,3.8,38.3,9.9,5.7,,,,1.8,26,03-Apr,23 - 31 mars,
2004,April,Demoskop,20,11,7.5,6.7,36,9.7,5.8,,,,3.2,16.6,01-Apr,,1000
,,,,,,,,,,,,,,,,,
2004,Mars,TEMO,24.1,10.5,5.9,5.2,38,9.5,5.4,,,,1.3,15.6,26-Mar,26 feb - 24 mars,2854
2004,Mars,Skop,17.7,14.4,5.9,7.8,38.1,8.4,4.6,,,,3.1,7,14-Mar,16 febr - 12 mars,1773
2004,Mars,Sifo,19.6,12.7,5.8,5.9,39.5,8.6,5.2,,,,2.7,,14-Mar,1 - 11 mars,1894
2004,Mars,Demoskop,21.5,12.3,5.9,6,36.2,10.7,4.9,,,,2.5,10.4,01-Mar,,1000
,,,,,,,,,,,,,,,,,
2004,Februari,Skop,17.3,14.5,6.7,7.1,38.4,9.6,4.6,,,,1.8,,27-Feb,19 jan - 20 feb,1200
2004,Februari,TEMO,22.1,12,5.6,5.8,36.9,10.8,5.2,,,,1.5,15.1,27-Feb,29 jan - 25 feb,3534
2004,Februari,Sifo,21.1,13.7,5.3,5.5,38.7,9,4.4,,,,2.3,,15-Feb,2 - 12 feb,1907
2004,Februari,ZAPERA,24.4,13,6.3,6.1,34,9.7,4,,,,2.6,,01-Feb,2 - 5 feb,1056
2004,Februari,Demoskop,18.9,12.8,6.6,7.8,36.2,9.3,4.9,,,,3.4,11.1,01-Feb,,1000
,,,,,,,,,,,,,,,,,
2004,Januari,TEMO,24.7,11.5,5.5,4.5,37.7,10,4.8,,,,1.4,16.1,30-Jan,12 - 28 jan,2707
2004,Januari,Skop,18,13,6.7,7.8,39,9.5,4.8,,,,1.3,7,26-Jan,17 dec - 20 jan,1169
2004,Januari,Sifo,20.6,13,6,7,36.4,9.5,5.4,,,,2.1,,18-Jan,7 jan - 15 jan,1914
2004,Januari,Demoskop,20.2,12.8,7.1,7.3,36.6,9.9,4.6,,,,1.6,12.7,01-Jan,,1000
,,,,,,,,,,,,,,,,,
2003,December,Skop,16.3,14.2,7.6,7.4,36.2,9.3,5.6,,,,3.3,8,22-Dec,18 nov - 13 dec,1163
2003,December,Sifo,20.8,13,7,6.6,36.9,8.3,4.9,,,,2.5,,21-Dec,17 nov - 18 dec,4686
2003,December,TEMO,24.6,11.1,6.6,5.2,35.4,11.3,4.5,,,,1.2,10.3,19-Dec,8 - 17 dec,1535
2003,December,SCB,20,13.6,6.6,7,36.9,9.3,4.5,,,,2.2,,11-Dec,3 - 24 nov,
,,,,,,,,,,,,,,,,,
2003,November,TEMO,25.7,14.1,6.2,5.4,35.1,8.1,4.2,,,,1.2,12.8,28-Nov,17 - 26 nov,1534
2003,November,Sifo,19.8,13.7,6.9,6.9,36.8,8.9,4.7,,,,2.3,,16-Nov,20 okt - 13 nov,
2003,November,Skop,19.4,14.4,6.8,8.5,38.6,7.1,4.9,,,,0.3,7,09-Nov,20 okt - 7 nov,1159
,,,,,,,,,,,,,,,,,
2003,Oktober,TEMO,23.6,12.5,6.7,5.8,35.7,9.2,5.8,,,,0.8,10.5,31/okt,20 - 29 okt,1572
2003,Oktober,Skop,16,13.6,6.3,8.8,40.5,8.6,4.8,,,,1.3,9,19/okt,19 sep - 11 okt,1188
2003,Oktober,Sifo,18,12.7,6.4,7.1,38.9,8.3,5.8,,,,2.8,14.4,19/okt,22 sep - 16 okt,
,,,,,,,,,,,,,,,,,
2003,September,TEMO,19.6,13.4,7.3,5.5,38.1,8.9,5.9,,,,1.4,10.3,26-Sep,15 - 24 sep,1599
2003,September,Sifo,17,13.6,6.9,7.2,37.8,9.9,4.9,,,,2.7,,21-Sep,25 aug - 18 sep,
2003,September,Skop,14.6,14.5,6.9,9.2,37.4,9.2,5.3,,,,2.8,7,10-Sep,18 aug - 4 sept,1186
2003,September,Ruab,22,16.1,6.5,4.7,33.4,11.2,5.2,,,,0.9,,08-Sep,17 aug - 3 sept,
2003,September,Ruab,23.2,14.3,6.2,6.1,35.2,8.9,4.8,,,,1.3,,01-Sep,19 - 27 augusti,
,,,,,,,,,,,,,,,,,
2003,Augusti,TEMO,18.8,13,6.5,7.7,36.7,9.6,5.7,,,,2.1,11.8,29-Aug,18 - 27 augusti,1615
2003,Augusti,Ruab,19.8,13,5.1,7.4,40.1,9.1,4.5,,,,1,,25-Aug,11 - 19 augusti,
2003,Augusti,Sifo,18,13.7,6.8,8,37.6,8.5,4.8,,,,2.6,19.6,24-Aug,4 - 21 augusti,
2003,Augusti,Gallup,18.9,14,7,6.5,38.5,8.5,5.1,,,,1.5,,15-Aug,4 - 12 augusti,
,,,,,,,,,,,,,,,,,
2003,Juli,Skop,16.5,14.1,7.6,8,37.8,9.3,4.6,,,,2,11,01-Jul,16 juni - 15 juli,1398
2003,Juli,Ruab,19.5,14.3,6.6,5.2,38.7,9.4,5.5,,,,0.8,,04-Jul,23 - 26 juni,
,,,,,,,,,,,,,,,,,
2003,Juni,TEMO,17.6,14.3,8.1,6.2,37.7,8.9,5.4,,,,1.7,9.4,27-Jun,16 - 25 juni,1487
2003,Juni,Sifo,17.7,13.9,6.6,7.9,36.6,8.7,5.7,,,,2.9,,22-Jun,19 maj - 17 juni,
2003,Juni,SCB,16.8,14.5,6.5,8.2,38.3,9.1,4.6,,,,2.1,,10-Jun,5 maj - 1 juni,
,,,,,,,,,,,,,,,,,
2003,Maj,Ruab,21.1,14.5,4.9,5.8,39.4,9,3.9,,,,1.4,,26/maj,12 - 21 maj,
2003,Maj,TEMO,19.4,16.8,5.6,7,35.5,9.6,4.3,,,,1.9,9.7,23/maj,12 - 21 maj,
2003,Maj,Sifo,16.6,14.3,6.4,7.7,38.4,8.2,5.7,,,,2.7,17.7,18/maj,21 apr - 15 maj,
,,,,,,,,,,,,,,,,,
2003,April,TEMO,18.5,15.1,5.9,5.9,38.5,9.1,5.4,,,,1.6,9,25-Apr,14 - 23 apr,
2003,April,Sifo,15.5,13.9,6.6,8.3,40.4,7.9,5.2,,,,2.2,,20-Apr,17 mar - 15 apr,
2003,April,Ruab,15.2,13.9,6.2,6.6,43.4,7.4,5,,,,2.3,,15-Apr,1 - 9 april,
2003,April,Demoskop,16.5,13.4,6.6,7.7,39.1,9.2,4.4,,,,3.1,,08-Apr,25 mar- 4 apr,
,,,,,,,,,,,,,,,,,
2003,Mars,TEMO,17.7,12.2,5.1,7.7,42.1,8.7,5.1,,,,1.3,7.7,28-Mar,17 - 26 mars,
2003,Mars,Sifo,16.2,13.2,6.1,9.2,41,7.6,4.4,,,,2.3,,16-Mar,17 feb - 13 mar,
2003,Mars,Ruab,17,15.9,4.6,8.3,42,7,4.4,,,,0.8,,10-Mar,24 feb - 5 mar,
2003,Mars,Demoskop,17,14,6,8.4,39.7,7.6,4.7,,,,2.6,,07-Mar,25 feb - 4 mar,
,,,,,,,,,,,,,,,,,
2003,Februari,TEMO,17.4,13.6,5.1,7.9,41.8,7.7,5.1,,,,1.4,8.6,28-Feb,17-26 feb ,
2003,Februari,Sifo,14.9,14.8,5.7,8.6,41.7,6.9,4.6,,,,2.8,,14-Feb,27 jan - 13 feb,
2003,Februari,Demoskop,16.9,13.4,6.2,9.1,41,7.5,4.8,,,,2.3,11.3,04-Feb,28 jan - 3 feb,
,,,,,,,,,,,,,,,,,
2003,Januari,TEMO,17.9,15,6.3,6.3,40.8,8.7,3.6,,,,1.4,8.1,31-Jan,20 - 29 jan,
2003,Januari,Sifo,16.9,14.8,6.2,7.7,39.8,8.1,4.3,,,,2.2,,26-Jan,6 jan - 23 jan,
,,,,,,,,,,,,,,,,,
2002,December,Sifo,15.8,13.9,6.3,7.8,40.2,9,4.4,,,,2.6,,22-Dec,18 nov - 18 dec,
2002,December,TEMO,18.7,13.2,4.9,7.8,41.1,9.7,3.2,,,,1.3,9.9,20-Dec,9 - 18 dec,
2002,December,SCB,15.3,13.7,5.8,8.5,41.3,9.1,3.9,,,,2.5,,12-Dec,4 - 27 nov,
2002,December,Ruab,18.1,15,4.6,6.6,41.3,8.2,4.4,,,,1.8,,09-Dec,25 nov - 3 dec,
2002,December,Demoskop,14.4,15.2,6.6,8.1,40,9.2,3.6,,,,2.8,9,06-Dec,nov-dec,
,,,,,,,,,,,,,,,,,
2002,November,TEMO,17.6,14.4,5.4,6.1,42.2,8.3,4.8,,,,1.2,7.8,29-Nov,18 - 27 nov,
2002,November,Gallup,13.5,13.4,5.5,8.6,42.3,8.1,5.1,,,,3.5,6.6,23-Nov,4 - 21 nov,
2002,November,Sifo,14.9,14.7,6.3,8.5,39.8,8.5,4.4,,,,2.9,,17-Nov,21 okt - 14 nov,
2002,November,Demoskop,13.9,14.9,5,8.5,39.6,9.2,4.7,,,,4.2,,08-Nov,29 okt - 5 nov,
,,,,,,,,,,,,,,,,,
2002,Oktober,Gallup,14.9,13.6,6.3,7.4,41.3,8.8,4.3,,,,3.4,,26/okt,7 - 24 okt,
2002,Oktober,TEMO,15.3,14.7,6.5,7.3,42.4,7.9,3.7,,,,2.1,7.3,25/okt,14 - 23 okt,
2002,Oktober,Sifo,15,14.6,6.4,7.7,41.7,8.2,3.7,,,,2.7,,20/okt,1 - 17 okt,
2002,Oktober,Demoskop,14.5,11.9,5.4,9.6,41.7,9.2,4.8,,,,2.9,5.1,01/okt,24 sep - 1 okt,
2002,Oktober,Gallup,13.4,16.1,6.1,7.5,42.3,8.4,4.1,,,,2.2,5.9,01-Sep,26-Sep,
,,,,,,,,,,,,,,,,,
2002,September,SVT VALU,15.2,13,6.8,9.3,37.3,10,5.1,,,,3.3,,15-Sep,5 - 15 sep,
2002,September,Demoskop valdag,17.8,12.9,5.3,9.7,37.1,9.8,4.4,,,,3,13.6,15-Sep,15-Sep,
2002,September,Zapera exit,17.4,13.2,5,10.7,36.7,9.4,4.4,,,,3.2,,15-Sep,15-Sep,
2002,September,Ruab,17.1,15.1,6.8,8.5,37.3,9.1,4.5,,,,1.6,,14-Sep,4 - 11 sep,
2002,September,Skop,17.7,12.6,5.2,11.5,37.5,10,4.3,,,,1.2,12,14-Sep,7 - 13 sep,
2002,September,Sifo,18.2,12.6,5.3,10.2,37.1,9.7,4.6,,,,2.3,,14-Sep,11 - 12 sep,
2002,September,TEMO,18.2,13.8,4.9,9.2,36.5,9.8,5.3,,,,2.4,9.5,14-Sep,11 - 12 sep,
2002,September,Gallup,16.7,12.6,5.7,9.8,36.2,10.9,4.9,,,,3.3,9.3,13-Sep,10 - 12 sep,
2002,September,Skop,17.6,11.6,5.7,12.1,35.7,11.5,4.7,,,,1.2,12,13-Sep,6 - 12 sep,
2002,September,Demoskop,20.4,12,4,10.3,36.3,9.3,4.2,,,,3.4,13.6,13-Sep,6 - 11 sep,
2002,September,Ruab,17.1,14.3,5.9,8.3,39.5,8.9,4.2,,,,1.8,,13-Sep,4 - 11 sep,
2002,September,Sifo,19.9,13.1,4.9,9.7,35.7,10.3,4.7,,,,1.7,11.4,13-Sep,8 - 11 sep,
2002,September,TEMO,17.9,14.6,5,9,36.1,9.7,4.9,,,,2.8,9.8,13-Sep,9 - 11 sep,
2002,September,Skop,18,11,5.5,12.5,35.6,11.6,4,,,,1.7,,12-Sep,5 - 11 sep,
2002,September,Sifo,19.3,13,4.9,9.9,36.3,9.6,4.1,,,,2.9,12.1,12-Sep,7 - 10 sep,
2002,September,TEMO,17.8,14,5.6,9.8,36,9.4,4.3,,,,3.1,9.5,12-Sep,7 - 10 sep,
2002,September,Skop,17.4,11.8,5.1,11.4,35.5,12.1,4.3,,,,2.4,,11-Sep,4 - 10 sep,
2002,September,Sifo,20,12.1,4.8,10.7,36.7,9.3,4,,,,2.4,13.9,11-Sep,6 - 9 sep,
2002,September,TEMO,18,13.3,5.2,9.3,36.8,9.5,4.4,,,,3.6,8.7,11-Sep,6 - 9 sep,
2002,September,Skop,17.7,11.2,5.1,11.4,34.6,12.8,4.7,,,,2.5,12,10-Sep,3 - 9 sep,
2002,September,Sifo,18.5,11.6,4.7,11.4,38.1,8.6,4.9,,,,2.2,13,10-Sep,5 - 8 sep,
2002,September,TEMO,18,13.1,5.2,9.2,37.1,9.2,4.9,,,,3.2,8.9,10-Sep,5 - 8 sep,
2002,September,Skop,18.4,11.1,5.4,10.8,35,12.2,4.9,,,,2.2,12,09-Sep,2 - 8 sep,
2002,September,Sifo,20,10.2,4.6,12.3,38,8.4,4.2,,,,2.3,13.9,09-Sep,4 - 7 sep,
2002,September,TEMO,18.9,13.3,5.3,9.4,36.7,9.2,4.9,,,,2.3,8.9,09-Sep,4 - 7 sep,
2002,September,Sifo,20.1,9.2,5.2,11.8,38.6,9.3,3.9,,,,1.9,13,08-Sep,3 - 6 sep,
2002,September,TEMO,18.6,12.8,5.7,10.2,36,8.8,5.3,,,,2.6,9.1,08-Sep,3 - 6 sep,
2002,September,Skop,18.7,11.7,5.2,11.1,34.8,11.6,4.6,,,,2.1,12,07-Sep,1 - 6 sep,
2002,September,Sifo,20.7,9,5.2,11,39.8,8.4,3.8,,,,2.1,12.1,07-Sep,2 - 5 sep,
2002,September,TEMO,21.2,11.5,5.8,10.6,35.2,8.6,5.3,,,,1.8,9.1,07-Sep,2 - 5 sep,
2002,September,Skop,19.5,11.3,4.5,10.8,36.7,10.7,4.3,,,,2.4,12,06-Sep,30 aug - 5 sep,
2002,September,Gallup,17.7,11.6,5.8,10.7,36.7,9.1,5.4,,,,2.9,,06-Sep,2 - 5 sep,
2002,September,Ruab,19.9,10.8,5.7,8.9,38.3,10.5,3.7,,,,2.2,,06-Sep,27 aug - 2 sep,
2002,September,Sifo,20.3,9.3,5.4,10,39.8,9.5,3.5,,,,2.2,12.3,06-Sep,1 - 4 sep,
2002,September,TEMO,20.9,11.2,6.1,10.3,35.5,9.2,5,,,,1.8,8.9,06-Sep,1 - 4 sep,
2002,September,Demoskop,20,9.2,5.4,10.6,34.7,13.2,4.5,,,,2.4,10.9,05-Sep,27 aug- 2 sep,
2002,September,Skop,19.9,10.8,4.6,10.1,36.9,10.5,4.8,,,,2.3,12,05-Sep,29 aug - 4sep,
2002,September,Sifo,19.9,9.6,5.4,10.2,38.6,10.1,3.6,,,,2.6,11.9,05-Sep,31 aug - 3sep,
2002,September,TEMO,20.2,11.3,6,10,34.7,8.9,5.7,,,,3.1,9.3,05-Sep,31 aug - 3 sep,
2002,September,Skop,20.3,10.3,4.8,11.1,36.4,9.8,4.8,,,,2.5,12,04-Sep,28 aug - 3 sep,
2002,September,Sifo,20.6,9.9,4.7,10.2,38.3,9.7,4.1,,,,2.5,12.1,04-Sep,30 aug - 2 sep,
2002,September,TEMO,20.3,10.4,6.6,10.1,34.4,10.2,5.3,,,,2.7,9.9,04-Sep,30 aug - 2 sep,
2002,September,Skop,20.9,10.8,4.7,11.3,36.3,9.8,4,,,,2.3,12,03-Sep,27 aug - 2 sep,
2002,September,Sifo,20.4,9.7,4.5,10.8,37.7,10.4,4,,,,2.5,12.6,03-Sep,29 aug - 1 sep,
2002,September,TEMO,19.5,9.5,6.2,10.4,35.1,11.4,5,,,,2.9,9.9,03-Sep,29 aug - 1 sep,
2002,September,Skop,20.6,9.8,5.2,12.1,36.4,9.5,4.1,,,,2.3,12,02-Sep,26 aug - 1 sep,
2002,September,Sifo,21.3,9,4.5,11.2,36.8,10.2,4.7,,,,2.3,13.5,02-Sep,28 - 31 aug,
2002,September,TEMO,18.9,9.5,5.7,11.8,34.8,11.3,4.9,,,,3.1,10.4,02-Sep,28 - 31 aug,
2002,September,Sifo,20.6,8.8,4.1,11,37.1,10.5,5.6,,,,2.3,12.7,01-Sep,24 - 30 aug,
2002,September,TEMO,18.8,8.7,5.7,12.5,35.2,11.2,5,,,,2.9,11,01-Sep,27 - 30 aug,
,,,,,,,,,,,,,,,,,
2002,Augusti,Skop,20.8,9.4,5.3,11.9,37.1,9.5,4,,,,2.2,11,31-Aug,25 30 aug,
2002,Augusti,Ruab,21.5,8.4,5.2,8.8,41.6,9.2,3.4,,,,1.9,,31-Aug,20 -26 aug,
2002,Augusti,Sifo,20.2,8.4,5.1,11.4,36.3,11.1,5.6,,,,1.9,13.6,31-Aug,23 - 29 aug,
2002,Augusti,TEMO,18.8,8,5,12.7,37.1,10.6,4.9,,,,2.8,10.2,31-Aug,26 - 29 aug,
2002,Augusti,Skop,20.6,8,6.3,12.2,36.9,9.6,4.4,,,,2.6,11,30-Aug,23 - 29 aug,
2002,Augusti,Sifo,20.8,8.4,5.1,11.2,36.5,10.7,5.6,,,,1.7,,30-Aug,22 - 28 aug,
2002,Augusti,TEMO,18.9,8.1,4.9,12.8,38.2,9.8,5.1,,,,2.2,10.7,30-Aug,25 - 28 aug,
2002,Augusti,Gallup,21.6,8.7,5.2,12.2,35.3,10,4.7,,,,2.3,,29-Aug,24 - 28 aug,
2002,Augusti,Skop,20.6,8.2,6.7,11.6,37.1,9.4,4,,,,2.5,,29-Aug,22 - 28 aug,
2002,Augusti,Sifo,20.6,8.4,5.4,11.4,37.3,10.3,5,,,,1.6,,29-Aug,21 - 27 aug,
2002,Augusti,TEMO,19.5,7.6,4.8,11.8,38.6,10.3,5.4,,,,2,10.1,29-Aug,24 - 27 aug,
2002,Augusti,Skop,21.1,8.3,6.9,11.9,36.3,9.7,3.7,,,,2,11,28-Aug,21 -27 aug,
2002,Augusti,Sifo,20.6,7.5,5.8,11.9,38.9,9.4,4.3,,,,1.6,,28-Aug,20 - 26 aug,
2002,Augusti,TEMO,20.1,7.3,4.8,11.5,38.4,9.3,6.6,,,,2.1,9.3,28-Aug,23 - 26 aug,
2002,Augusti,Skop,20.3,8.8,6.7,11.4,36.5,10.3,3.9,,,,2.1,10,27-Aug,20 - 26 aug,
2002,Augusti,Skop,19.9,8.3,6.3,12.1,36.9,11,3.8,,,,1.7,7,26-Aug,19 - 25 aug,
2002,Augusti,Sifo,20.3,7.1,5.5,11.7,39.5,9.6,4.7,,,,1.6,,25-Aug,19-22 aug,
2002,Augusti,Ruab,22.3,7.9,4.9,8.3,41.1,10.2,3.6,,,,1.7,,24-Aug,12-19 aug,
2002,Augusti,Skop,19.5,7.7,6.5,12.6,36.4,11.8,3.7,,,,1.7,8,24-Aug,18-23 aug,
2002,Augusti,Skop,21.3,7.1,5.3,12.9,36.7,11.8,3.7,,,,1.2,9,22-Aug,15 - 21 aug,
2002,Augusti,Skop,23.4,7,5.6,10.3,38,11.1,3.4,,,,1.2,12,18-Aug,11 - 16 aug,
2002,Augusti,Sifo,22.1,6.1,5.9,11,39.3,9.1,3.8,,,,2.7,,18-Aug,12 - 15 aug,
2002,Augusti,Ruab,23.4,7.1,5,8.3,42.3,9,3.7,,,,1.2,,17-Aug,2 -11 aug,
2002,Augusti,TEMO,19.4,6.8,6,10.2,41.2,10.1,3.9,,,,2.3,10.8,16-Aug,5 - 14 aug,
2002,Augusti,Sifo,21.2,6.2,5.8,8.5,42.4,8.4,4.1,,,,3.7,,11-Aug,5 - 8 aug,
2002,Augusti,Gallup,22.8,4,5.3,11,38.7,10.8,4.2,,,,3.2,,09-Aug,15 juli - 6 aug,
2002,Augusti,Sifo,21.9,4.9,5.6,10.8,40.9,10.2,4.2,,,,1.5,,04-Aug,22 juli - 1 aug,
,,,,,,,,,,,,,,,,,
2002,Juli,Gallup,22,4.5,5.9,10.2,40.6,9.7,4.5,,,,2.7,13.7,01-Jul,17 juni - 4 juli,
2002,Juli,Ruab,22.4,4.7,5,9.2,43.7,9.6,3.3,,,,2.1,,01-Jul,1 - 8 juli,
,,,,,,,,,,,,,,,,,
2002,Juni,TEMO,22.2,5.7,7,8.5,38.9,10,4.4,,,,3.1,9.9,28-Jun,13 - 26 jun,
2002,Juni,Skop,21.2,5.3,5,10,39.7,11.2,3.8,,,,3.6,,26-Jun,20 maj - 20 jun,
2002,Juni,Sifo,21.1,5.2,6,9.4,42,9.2,4.5,,,,2.6,,23-Jun,20 maj - 18 jun,
2002,Juni,SCB,21.9,5.1,5.4,9.2,43.1,10.4,3.2,,,,1.7,,15-Jun,6-29 maj,
2002,Juni,Ruab,24.6,5.4,4.7,6.3,44.1,9.4,4,,,,1.5,,12-Jun,31 maj - 10 jun,
2002,Juni,Gallup,20.5,5.4,5.9,11.3,40.9,9.5,4.6,,,,1.9,,12-Jun,27 maj - 10 jun,
2002,Juni,Demoskop,21.7,3.8,4.7,9.6,45.6,8.6,3.9,,,,2.2,10.9,10-Jun,28 maj - 5 jun,
,,,,,,,,,,,,,,,,,
2002,Maj,TEMO,24,5,6.2,9.2,39.8,9.3,4.3,,,,2.1,10.8,31/maj,21-29 maj,
2002,Maj,Zapera,23.1,4.9,5,10.6,38.3,10.8,3.6,,,,3.7,,01/maj,8-14 maj,
2002,Maj,Skop,21.4,4.7,6,10.7,40.8,10.4,3.9,,,,1.9,,01/maj,18 apr - 18 maj,
2002,Maj,Sifo,22.8,4.3,5.4,8.9,43.9,9.5,3.8,,,,1.4,,19/maj,23 apr-15 maj,
2002,Maj,Gallup,21.5,4.5,5.4,8.2,41.2,10.5,5.4,,,,3.3,,18/maj,23 apr-14 maj,
2002,Maj,Ruab,21.8,4.2,3.8,6.6,48.9,9.7,3.6,,,,1.4,,11/maj,26 apr-7 maj,
2002,Maj,Demoskop,22.4,5.5,6.4,8.1,40.9,11.3,3.7,,,,1.7,12.7,01/maj,29 apr-6 maj,
,,,,,,,,,,,,,,,,,
2002,April,Gallup,22.7,3.7,4.7,7.2,45.6,11.2,4.1,,,,0.8,13.2,01-Apr,2-16 apr,
2002,April,TEMO,21.9,4.1,4.8,10.9,41.7,12,4,,,,0.5,11.3,26-Apr,15-24 apr,
2002,April,Sifo,21.9,4.1,5.8,8.2,44,10.2,4.2,,,,1.6,,21-Apr,18 mar-18 apr,
2002,April,Zapera,22.8,5.2,5.5,9.9,38.9,12.6,3.1,,,,2,,01-Apr,9-14 apr,
2002,April,Ruab,22.7,5,5.6,6.8,45.8,9.4,3.3,,,,1.4,,20-Apr,9-17 apr,
2002,April,Skop,24.1,4.6,4.8,9.8,40.8,11,3.8,,,,1.1,,01-Apr,mar -apr,
2002,April,Demoskop,23,4.4,4.7,7.2,44.2,9.3,4,,,,3.1,10.2,10-Apr,26 mar- 2apr,
,,,,,,,,,,,,,,,,,
2002,Mars,Gallup,22.8,3.5,6.2,8.3,44.7,10.3,2.6,,,,1.6,15.7,30-Mar,6-25 mars,
2002,Mars,TEMO,20.6,4.5,5,10.5,42.4,11,4.1,,,,2,9.4,22-Mar,11-20 mars,
2002,Mars,Zapera,22.5,5.3,5,10.9,38.8,12,4.1,,,,1.9,,01-Mar,6-11 mar,
2002,Mars,Ruab,24,4.9,5.1,6.3,46.7,9.4,2.4,,,,1.2,,18-Mar,1-13 mars,
2002,Mars,Sifo,20.9,4.1,6.3,8.9,44.5,9.5,4.2,,,,1.6,,17-Mar,,
2002,Mars,Skop,24.6,4,6.1,9.9,40.7,10.5,3.7,,,,0.6,,10-Mar,17 feb-8 mars,
2002,Mars,Demoskop,21.4,3.9,6,7.3,43.1,11.6,4.5,,,,2.2,11.7,08-Mar,26 feb-5 mars,
,,,,,,,,,,,,,,,,,
2002,Februari,TEMO,22.4,5.6,5.8,10.4,41.3,9.5,3.9,,,,1.1,9.6,22-Feb,11-20 feb,
2002,Februari,Zapera,22.8,5.3,4.7,10.9,38,10.9,4.1,,,,3.3,,21-Feb,6-12 feb,
2002,Februari,Skop,24.2,4.7,4.3,10.7,40,10.6,4,,,,1.4,,20-Feb,21 jan - 16 feb,
2002,Februari,Sifo,22.3,4.5,6.4,8.9,43.8,9.9,3.1,,,,1.1,12.1,17-Feb,28 jan-14 feb,
2002,Februari,Ruab,23.6,4.8,5.1,5.9,46.3,10,3.3,,,,1,,16-Feb,,
2002,Februari,Gallup,19.9,4.3,4.9,9,45.5,11.3,3.8,,,,1.3,,16-Feb,29 jan-12 feb,
2002,Februari,Demoskop,22.9,4.6,4.6,9.6,43.8,11.5,2.6,,,,0.4,,07-Feb,29 jan-4 feb,
,,,,,,,,,,,,,,,,,
2002,Januari,Sifo,23.5,4.7,5.2,9.1,42.4,11.1,3.2,,,,0.8,12.6,27-Jan,,
2002,Januari,Gallup,21.2,5.2,5.2,9.4,41,12.4,4.6,,,,1,,26-Jan,7-22 jan,
2002,Januari,TEMO,25,3.7,5.2,9,39.7,12.1,2.9,,,,2.5,10.2,25-Jan,14-23 jan,
2002,Januari,Skop,21.9,5.5,7.4,10.2,39.2,12,3.5,,,,0.3,,22-Jan,,
2002,Januari,Zapera,23.2,4.6,3.9,8.8,38.1,15,3.2,,,,3.2,,21-Jan,10-15 jan,
2002,Januari,Ruab,23.4,4.9,4.8,6.8,46.5,10.5,2.5,,,,0.6,,19-Jan,,
,,,,,,,,,,,,,,,,,
2001,December,Gallup,22.6,4.3,5.9,10.3,38.1,12.9,4.3,,,,1.6,,22-Dec,,
2001,December,TEMO,24.3,4.8,7,9.3,36.6,12.1,4.4,,,,1.6,11,21-Dec,,
2001,December,Ruab,26.2,5.5,6.4,6.4,41,10.1,3.4,,,,1,,18-Dec,,
2001,December,Skop,22.3,5.9,5.5,10.4,38.3,12.6,3.7,,,,1.3,,17-Dec,,
2001,December,Sifo,23.6,4.9,5.9,9.8,39.8,11,3.9,,,,1.1,13.9,16-Dec,,
2001,December,SCB,23.8,4.9,5.8,9.6,39.9,11.4,3.3,,,,1.3,,11-Dec,,
2001,December,Demoskop,26.5,4.6,4.6,9.9,34.3,13.8,5.2,,,,1.1,,08-Dec,,
,,,,,,,,,,,,,,,,,
2001,November,TEMO,24.9,5.5,5,10.2,37.5,11.1,4.6,,,,1.2,9.9,30-Nov,,
2001,November,Ruab,26.7,5.9,5.8,7,38.5,11.2,3.6,,,,1.3,,19-Nov,,
2001,November,Gallup,24.4,3.5,5.2,10.5,35.6,13.8,4.6,,,,2.4,,17-Nov,,
2001,November,Sifo,24.7,4.8,6.8,9.3,38.2,11.5,3.7,,,,1,11.4,11-Nov,,
2001,November,Demoskop,25.6,4.7,5.7,8.5,36.5,12,5,,,,2,,09-Nov,,
,,,,,,,,,,,,,,,,,
2001,Oktober,TEMO,23.7,5.5,6.4,10.9,35.8,12.2,4,,,,1.4,10.2,26/okt,,
2001,Oktober,Ruab,26,4.8,5.9,8.6,36.9,13,3.5,,,,1.3,30.5,22/okt,,
2001,Oktober,Gallup,25.3,4,6,10.2,36.9,12.8,3.1,,,,1.7,,20/okt,,
2001,Oktober,Sifo,24.8,4.7,6.2,10,37.5,12,3.6,,,,1.2,12,14/okt,,
2001,Oktober,Demoskop,25.3,4,6.6,11.2,34.1,12.2,4.7,,,,1.9,,06/okt,,
2001,Oktober,Skop,23.2,4,6.6,11.8,37.8,12.6,3.3,,,,0.7,,01/okt,,
,,,,,,,,,,,,,,,,,
2001,September,TEMO,25.4,5.4,6.7,9.4,36.3,12.6,2.7,,,,1.6,10.7,28-Sep,,
